# LISTED FULL REFRESH, 1-Sep-2026. Transcribed by Opus from Daniil's screenshots in the session they
# arrived. The source workbook is in another sandbox and cannot be exported, so this is the only
# transfer route available. Daniil recalculated fiscal-year figures and calendarised them by hand,
# and added the broker estimate count for FY+1 revenue.
# na = n.a. in the sheet. nm = n.m. HIDDEN = the cell was truncated by column width and unreadable.
# BROKEN = the sheet itself shows #DIV/0! or #N/A.
#
# TWO CORRECTIONS FROM DANIIL, 1-Sep, applied here.
# 1. TSE:9418 U-NEXT gross profit is 955, not the 355 I first read. It now ties: 2155/955 = 2.3x,
#    which is the multiple the sheet shows. This was the single discrepancy the check could not
#    explain by rounding, and it is closed.
# 2. NASDAQ:MELI and NASDAQGS:MELI are NOT a duplicate to be collapsed. Same enterprise value,
#    two different volume denominators: GMV of 65,037 on the commerce row and TPV of 277,823 on
#    the payments row. MercadoLibre is therefore two comparables, and AV/TPV is to be calculated
#    separately from AV/GMV. Recorded on the tracker as an open build item.
#    The other six repeated tickers ARE true duplicates and collapse on the normalised symbol:
#    GigaCloud, Freightos, Kanzhun, LegalZoom, Copart, Xometry.
ticker,company_name,year_end,calendarization,currency,fx_usd_per_lcy,balance_sheet_driven,market_cap_musd,price_per_share,eqv_av_bridge_musd,av_musd,n_estimates,gmv_cy0,gmv_cy1,gmv_cy2,gmv_ntm,revenue_ntm_musd,gross_profit_musd,net_income_musd,bvps,av_gmv_pct,av_ntm_revenue_x,av_ntm_gp_x,pe_x,pbv_x,growth_cy1_pct,growth_cy2_pct,growth_cy3_pct,cagr_cy1_cy3_pct,ni_growth_cy2_pct
NSEI:INDIAMART,IndiaMART InterMESH Limited,,,,,,1118,19,-385,733,12,na,na,na,na,190,108,61,na,na,3.9,6.8,18.5,na,10.4,10.5,11.1,10.8,11.4
TSE:3064,"MonotaRO Co., Ltd.",,,,,,5843,12,-123,5720,11,na,na,na,na,2552,759,288,na,na,2.2,7.5,20.3,na,14.3,10.6,11.1,10.8,23.1
TSE:4194,"Visional, Inc.",,,,,,2353,58,-462,1891,9,na,na,na,na,743,664,154,na,na,2.5,2.8,15.2,na,21.3,16.8,13.5,15.1,22.8
TSE:2492,Infomart Corporation,,,,,,1059,4,-122,938,4,na,na,na,na,142,107,81,na,na,6.6,8.7,13.1,na,11.3,12.5,13.2,12.8,193.4
TSE:6027,"Bengo4.com,Inc.",,,,,,750,33,7,757,3,na,na,na,na,139,109,16,na,na,5.5,7.0,46.2,na,24.3,20.3,18.0,19.1,43.9
TSE:4480,"Medley, Inc.",,,,,,494,16,42,536,5,na,na,na,na,329,204,1,na,na,1.6,2.6,412.4,na,26.7,19.5,15.9,17.7,-65.2
TSE:2175,"SMS Co., Ltd.",,,,,,1270,15,-60,1211,6,na,na,na,na,463,408,-170,na,na,2.6,3.0,nm,na,9.4,9.3,10.1,9.7,nm
TSE:2379,DIP Corporation,,,,,,593,11,-100,493,7,na,na,na,na,336,296,21,na,na,1.5,1.7,28.6,na,-3.1,1.3,4.3,2.8,-33.5
TSE:4849,en Inc.,,,,,,395,10,-139,256,5,na,na,na,na,358,295,5,na,na,0.7,0.9,84.9,na,-8.0,3.9,-0.5,1.6,-65.7
NASDAQGS:LZ,"LegalZoom.com, Inc.",,,,,,1052,6,-152,899,8,na,na,na,na,824,577,137,na,na,1.1,1.6,7.7,na,5.8,4.5,5.2,4.9,12.3
NYSE:DHX,"DHI Group, Inc.",,,,,,185,4,36,221,3,na,na,na,na,127,105,11,na,na,1.7,2.1,16.5,na,-1.9,2.2,2.2,2.2,-33.1
LSE:OCDO,Ocado Group plc,,,,,,2573,3,307,2880,13,na,na,na,na,2099,807,-414,na,na,1.4,3.6,nm,na,19.3,-11.4,8.0,-2.2,nm
TSE:3182,Oisix Inc.,,,,,,373,11,118,491,3,na,na,na,na,1601,479,39,na,na,0.3,1.0,9.6,na,-1.1,3.8,4.6,4.2,24.4
XTRA:HFG,HelloFresh SE,,,,,,447,3,572,1019,16,na,na,na,na,7315,4512,80,na,na,0.1,0.2,5.6,na,-7.2,0.8,0.6,0.7,32.0
NSEI:DELHIVERY,Delhivery Limited,,,,,,3637,5,-55,3582,20,na,na,na,na,1425,468,68,na,na,2.5,7.6,53.4,na,19.5,17.8,17.4,17.6,94.0
ENXTAM:INPST,InPost S.A.,,,,,,9006,18,2659,11666,12,na,na,na,na,5157,2096,461,na,na,2.3,5.6,19.5,na,17.5,17.0,14.2,15.6,20.7
SEHK:1519,J&T Global Express Limited,,,,,,11926,1,829,12755,21,na,na,na,na,17172,2269,881,na,na,0.7,5.6,13.5,na,26.7,17.2,17.9,17.5,34.3
NYSE:ZTO,ZTO Express (Cayman) Inc.,,,,,,16006,21,-1351,14655,12,na,na,na,na,9061,2366,1736,na,na,1.6,6.2,9.2,na,17.5,8.4,8.3,8.3,11.4
NYSE:YMM,Full Truck Alliance Co. Ltd.,,,,,,8830,9,-3425,5405,12,na,na,na,na,1944,1430,861,na,na,2.8,3.8,10.3,na,-0.9,8.4,15.1,11.7,17.3
SZSE:002352,"S.F. Holding Co., Ltd.",,,,,,24019,5,1078,25098,18,na,na,na,na,51713,7172,1780,na,na,0.5,3.5,13.5,na,6.4,8.9,7.3,8.1,17.5
NYSE:UPS,"United Parcel Service, Inc.",,,,,,87341,103,24052,111393,25,na,na,na,na,93787,13192,6601,na,na,1.2,8.4,13.2,na,3.2,3.8,3.3,3.5,11.8
NYSE:FDX,FedEx Corporation,,,,,,76889,325,29393,106282,15,na,na,na,na,93159,12254,4507,na,na,1.1,8.7,17.1,na,0.8,0.9,2.7,1.8,6.7
NYSE:XPO,"XPO, Inc.",,,,,,21672,185,3747,25419,24,na,na,na,na,9354,6918,716,na,na,2.7,3.7,30.3,na,10.8,5.2,6.4,5.8,16.8
NYSE:GXO,"GXO Logistics, Inc.",,,,,,5295,46,5385,10680,16,na,na,na,na,14459,2228,384,na,na,0.7,4.8,13.8,na,5.9,5.4,5.2,5.3,15.2
NYSE:RXO,"RXO, Inc.",,,,,,3317,20,713,4030,17,na,na,na,na,7279,1063,79,na,na,0.6,3.8,42.0,na,19.1,9.6,8.9,9.3,430.5
NASDAQ:CHRW,C.H. Robinson Worldwide Inc.,,,,,,17280,148,1818,19098,24,na,na,na,na,19148,3071,843,na,na,1.0,6.2,20.5,na,12.7,7.0,3.6,5.3,18.7
NYSE:EXPD,Expeditors International of Washington,,,,,,24399,188,-462,23937,16,na,na,na,na,13067,4220,1014,na,na,1.8,5.7,24.1,na,17.7,0.5,1.2,0.9,0.3
NASDAQ:HUBG,"Hub Group, Inc.",,,,,,2320,38,432,2752,13,na,na,na,na,3982,1014,143,na,na,0.7,2.7,16.3,na,3.8,6.5,6.9,6.7,21.4
NYSEAM:RLGT,"Radiant Logistics, Inc.",,,,,,375,8,45,420,3,na,na,na,na,957,165,23,na,na,0.4,2.5,16.3,na,2.6,5.0,5.0,5.0,16.0
NYSE:COLD,Americold Realty Trust Inc.,,,,,,4208,15,4618,8826,8,na,na,na,na,2532,819,-49,na,na,3.5,10.8,nm,na,-2.5,-0.2,5.6,2.7,nm
NASDAQ:LINE,"Lineage, Inc.",,,,,,8833,39,9187,18020,11,na,na,na,na,5492,1741,-148,na,na,3.3,10.4,nm,na,0.9,2.5,5.2,3.8,nm
LSE:CKN,Clarkson PLC,,,,,,2113,69,-369,1744,7,na,na,na,na,1065,1000,120,na,na,1.6,1.7,17.6,na,22.4,2.8,6.2,4.5,9.0
LSE:BBOX,Tritax Big Box REIT plc,,,,,,6112,2,3306,9417,12,na,na,na,na,516,503,346,na,na,18.3,18.7,17.7,na,11.4,6.6,9.2,7.9,11.2
XTRA:DHL,DHL Group,,,,,,71351,64,26439,97790,22,na,na,na,na,103431,7726,4715,na,na,0.9,12.7,15.1,na,4.8,3.0,3.5,3.2,7.5
ENXTPA:IDL,ID Logistics Group SA,,,,,,2521,385,0,2521,7,na,na,na,na,5382,2686,107,na,na,0.5,0.9,23.7,na,16.5,9.9,8.8,9.4,19.2
ENXTPA:STF,STEF SA,,,,,,1804,143,1714,3518,3,na,na,na,na,6377,0,185,na,na,0.6,na,9.8,na,5.3,3.0,3.0,3.0,23.8
ENXTAM:PNL,PostNL N.V.,,,,,,542,1,579,1121,5,na,na,na,na,3999,1807,36,na,na,0.3,0.6,15.1,na,1.9,2.8,3.6,3.2,116.4
CPSE:DSV,DSV A/S,,,,,,49091,206,13117,62208,20,na,na,na,na,47002,12595,2839,na,na,1.3,4.9,17.3,na,20.9,2.0,3.2,2.6,33.0
CPSE:NTG,NTG Nordic Transport Group A/S,,,,,,951,44,372,1324,5,na,na,na,na,1958,438,60,na,na,0.7,3.0,15.8,na,9.8,1.6,3.1,2.3,24.0
WSE:PKP,Pkp Cargo S.A.,,,,,,126,3,589,716,1,na,na,na,na,1269,388,56,na,na,0.6,1.8,2.3,na,18.1,9.0,7.6,8.3,201.1
TSE:9064,"Yamato Holdings Co., Ltd.",,,,,,3892,12,-90,3802,12,na,na,na,na,12088,667,25,na,na,0.3,5.7,153.2,na,3.4,2.6,2.6,2.6,-64.0
TSE:9143,"SG Holdings Co.,Ltd.",,,,,,5661,9,1850,7510,12,na,na,na,na,11122,1292,378,na,na,0.7,5.8,15.0,na,7.8,4.5,3.5,4.0,1.6
TSE:9147,Nippon Express Holdings Inc.,,,,,,8775,37,3827,12602,7,na,na,na,na,17473,2226,1,na,na,0.7,5.7,HIDDEN,na,6.7,2.7,2.2,2.4,-91.5
TSE:9301,Mitsubishi Logistics Corporation,,,,,,3262,10,494,3756,5,na,na,na,na,1792,233,780,na,na,2.1,16.1,4.2,na,1.5,3.4,4.5,4.0,71.9
SEHK:636,KLN Logistics Group Limited,,,,,,1370,1,865,2235,7,na,na,na,na,8021,642,187,na,na,0.3,3.5,7.3,na,9.5,3.0,4.4,3.7,5.2
SEHK:598,Sinotrans Limited,,,,,,6386,1,-976,5409,6,na,na,na,na,14265,816,483,na,na,0.4,6.6,13.2,na,-6.2,8.4,2.8,5.6,-8.1
NSEI:BLUEDART,Blue Dart Express Limited,,,,,,1276,54,52,1328,0,na,na,na,na,760,306,42,na,na,1.7,4.3,30.4,na,12.3,9.5,8.5,9.0,22.0
NSEI:CONCOR,Container Corporation of India Limited,,,,,,4125,5,-255,3870,8,na,na,na,na,1113,357,158,na,na,3.5,10.8,26.1,na,7.8,12.7,13.0,12.9,15.8
ASX:LAU,Lindsay Australia Limited,,,,,,200,1,219,419,3,na,na,na,na,801,247,21,na,na,0.5,1.7,9.6,na,13.3,3.1,3.6,3.4,19.1
BOVESPA:JSLG3,JSL S.A.,,,,,,312,1,1201,1512,4,na,na,na,na,2154,465,76,na,na,0.7,3.3,4.1,na,9.2,8.0,8.9,8.4,49.1
BOVESPA:TGMA3,Tegma Gestao Logistica S.A.,,,,,,439,7,-8,430,1,na,na,na,na,519,100,61,na,na,0.8,4.3,7.2,na,6.7,18.7,8.4,13.5,21.8
BMV:TRAXION A,"Grupo Traxion, S.A.B. de C.V.",,,,,,345,1,28,373,6,na,na,na,na,2320,365,47,na,na,0.2,1.0,7.3,na,11.1,7.1,9.1,8.1,108.9
NYSE:PRG,"PROG Holdings, Inc.",,,,,,1498,38,802,2300,8,2497,3171,3425,3341,3223,1185,217,na,68.8,0.7,1.9,6.9,na,27.0,8.0,9.8,8.9,11.9
NASDAQ:SEZL,Sezzle Inc.,,,,,,3856,115,42,3899,7,3940,5329,6626,6196,708,518,217,na,62.9,5.5,7.5,17.8,na,35.2,24.3,15.8,20.0,27.7
NASDAQ:PGY,Pagaya Technologies Ltd.,,,,,,1747,21,-339,1408,11,na,na,na,na,1620,694,392,na,na,0.9,2.0,4.5,na,13.0,15.2,13.6,14.4,13.1
NASDAQ:GCT,GigaCloud Technology Inc. DUPLICATE OF NASDAQGM:GCT,,,,,,1692,47,129,1821,2,1577,1892,2032,1985,1624,404,159,na,91.7,1.1,4.5,10.6,na,20.0,7.4,7.4,7.4,9.2
NASDAQ:CRGO,Freightos Limited DUPLICATE OF NASDAQCM:CRGO,,,,,,65,1,-19,46,2,1286,1329,1466,1421,33,23,-9,na,3.2,1.4,2.0,nm,na,3.3,10.4,16.6,13.4,nm
NASDAQ:BZ,Kanzhun Limited DUPLICATE OF NASDAQGS:BZ,,,,,,7847,18,-3052,4795,19,na,na,na,na,1498,1290,654,na,na,3.2,3.7,12.0,na,12.4,12.5,12.4,12.5,15.4
NASDAQ:LZ,"LegalZoom.com, Inc. DUPLICATE OF NASDAQGS:LZ",,,,,,1052,6,-152,899,8,na,na,na,na,824,577,137,na,na,1.1,1.6,7.7,na,5.8,4.5,5.2,4.9,12.3
LSE:HAS,Hays plc,,,,,,1574,1,177,1750,9,na,na,na,na,8364,1020,30,na,na,0.2,1.7,52.4,na,-3.9,-1.8,5.2,1.6,nm
ASX:ELD,Elders Limited,,,,,,915,4,582,1497,8,na,na,na,na,2939,565,83,na,na,0.5,2.6,11.0,na,18.4,3.1,4.3,3.7,16.6
NASDAQ:COST,Costco Wholesale Corporation,,,,,,416852,940,-11764,405088,35,na,na,na,na,326003,36523,10094,na,na,1.2,11.1,41.3,na,9.1,7.8,7.0,7.4,10.0
NYSE:BJ,BJ's Wholesale Club Holdings Inc.,,,,,,11555,91,2743,14299,19,na,na,na,na,24696,4455,622,na,na,0.6,3.2,18.6,na,10.9,6.2,6.4,6.3,5.1
NASDAQ:PSMT,"PriceSmart, Inc.",,,,,,5179,172,12,5190,4,na,na,na,na,6515,864,197,na,na,0.8,6.0,26.3,na,10.9,11.6,11.5,11.6,14.8
NYSE:PLNT,"Planet Fitness, Inc.",,,,,,3796,50,2541,6337,20,na,na,na,na,1491,1238,266,na,na,4.3,5.1,14.3,na,15.1,7.0,8.4,7.7,8.6
NYSE:LTH,Life Time Group Holdings Inc.,,,,,,9347,42,4047,13395,14,na,na,na,na,3635,1557,440,na,na,3.7,8.6,21.2,na,12.5,11.8,11.1,11.4,17.2
NASDAQ:TRUP,"Trupanion, Inc.",,,,,,1223,28,-42,1181,7,na,na,na,na,1682,0,179,na,na,0.7,na,6.8,na,10.6,8.5,8.2,8.4,5.8
NASDAQ:FTDR,"Frontdoor, Inc.",,,,,,5478,80,557,6035,7,na,na,na,na,2290,1263,342,na,na,2.6,4.8,16.0,na,5.1,6.1,7.0,6.6,5.2
NYSE:ADT,ADT Inc.,,,,,,5384,7,7749,13133,6,na,na,na,na,5315,4123,734,na,na,2.5,3.2,7.3,na,1.8,2.7,3.2,2.9,2.9
NYSE:ARLO,"Arlo Technologies, Inc.",,,,,,1353,13,-135,1217,7,na,na,na,na,614,331,114,na,na,2.0,3.7,11.9,na,11.8,5.6,0.3,2.9,10.7
NYSE:FUBO,FuboTV Inc.,,,,,,318,11,1998,2316,10,na,na,na,na,6458,556,11,na,na,0.4,4.2,29.1,na,28.5,4.6,4.1,4.3,nm
NASDAQ:CURI,CuriosityStream Inc.,,,,,,166,3,-7,159,4,na,na,na,na,86,50,17,na,na,1.9,3.2,9.9,na,10.6,12.1,10.5,11.3,55.7
NYSE:ROL,"Rollins, Inc.",,,,,,17413,36,1006,18419,18,na,na,na,na,4327,2269,606,na,na,4.3,8.1,28.8,na,8.8,8.7,8.4,8.5,11.2
NASDAQ:PTON,"Peloton Interactive, Inc.",,,,,,2234,5,504,2737,18,na,na,na,na,2381,1271,80,na,na,1.1,2.2,28.1,na,-2.4,-1.7,0.4,-0.7,-11.4
ENXTAM:BFIT,Basic-Fit N.V.,,,,,,2508,39,3342,5849,11,na,na,na,na,2081,2035,154,na,na,2.8,2.9,16.2,na,17.3,11.5,8.0,9.7,61.9
LSE:GYM,The Gym Group plc,,,,,,488,3,547,1036,9,na,na,na,na,390,386,13,na,na,2.7,2.7,38.5,na,9.8,10.9,11.5,11.2,9.4
LSE:PETS,Pets at Home Group Plc,,,,,,1260,3,477,1736,10,na,na,na,na,2055,937,100,na,na,0.8,1.9,12.6,na,1.8,2.1,1.9,2.0,7.5
OM:VSURE,Verisure plc,,,,,,10742,10,5919,16661,11,na,na,na,na,5075,2456,762,na,na,3.3,6.8,14.1,na,10.5,8.7,8.3,8.5,19.0
TSE:9418,"U-NEXT HOLDINGS Co.,Ltd.",,,,,,1940,11,215,2155,5,5139,5921,6483,6297,3163,955,166,na,34.2,0.7,2.3,11.7,na,15.2,9.5,6.1,7.8,19.8
TSE:7085,CURVES HOLDINGS Co. Ltd.,,,,,,545,6,-35,510,2,na,na,na,na,291,125,39,na,na,1.8,4.1,13.8,na,11.8,8.9,9.9,9.4,20.7
ASX:VVA,Viva Leisure Limited,,,,,,108,1,260,368,2,na,na,na,na,190,19,15,na,na,1.9,19.1,7.0,na,11.2,9.6,8.7,9.2,35.4
ASX:ABB,Aussie Broadband Limited,,,,,,966,3,98,1064,12,na,na,na,na,1159,379,66,na,na,0.9,2.8,14.5,na,16.4,17.9,10.3,14.0,61.3
NSEI:MATRIMONY,Matrimony.com Limited,,,,,,113,5,-21,92,1,na,na,na,na,56,37,6,na,na,1.6,2.5,18.0,na,8.6,9.2,8.6,8.9,28.8
NASDAQ:RPAY,Repay Holdings Corporation,,,,,,291,4,686,977,4,na,na,na,na,582,387,97,na,na,1.7,2.5,3.0,na,59.1,27.4,8.3,17.5,20.8
NASDAQ:PRTH,"Priority Technology Holdings, Inc.",,,,,,433,5,936,1368,4,72374,78752,84558,82633,1088,429,101,na,1.7,1.3,3.2,4.3,na,8.8,7.4,6.8,7.1,16.2
NASDAQ:USIO,"Usio, Inc.",,,,,,80,3,-2,78,3,8400,9624,10631,10297,105,24,2,na,0.8,0.7,3.2,34.8,na,14.6,10.5,10.5,10.5,291.5
NYSE:PHR,"Phreesia, Inc.",,,,,,732,12,18,750,19,4873,5248,5495,5413,528,357,93,na,13.9,1.4,2.1,7.8,na,7.7,4.7,3.8,4.3,37.0
NYSE:WEX,WEX Inc.,,,,,,6431,189,-744,5687,14,147786,160207,162742,161901,2915,1786,708,na,3.5,2.0,3.2,9.1,na,8.4,1.6,3.6,2.6,2.8
NASDAQ:CASS,"Cass Information Systems, Inc.",,,,,,707,55,0,707,5,36447,35987,38334,37556,214,9,44,21,1.9,3.3,81.7,16.1,2.6,-1.3,6.5,6.5,6.5,19.6
NASDAQ:NYAX,Nayax Ltd.,,,,,,2010,53,54,2065,4,6449,8289,10174,9550,593,291,59,na,21.6,3.5,7.1,34.3,na,28.5,22.7,23.1,22.9,73.0
ENXTPA:WLN,Worldline SA,,,,,,876,15,2176,3052,17,na,na,na,na,4320,2852,241,na,na,0.7,1.1,3.6,na,-6.9,-1.0,2.0,0.5,20.7
TSE:4819,"Digital Garage, Inc.",,,,,,650,14,-416,235,3,60369,74736,83430,80548,287,179,0,na,0.3,0.8,1.3,3291.8,na,23.8,11.6,3.0,7.2,nm
TSE:4477,"BASE,Inc.",,,,,,263,2,-133,129,1,2877,3831,4303,4146,187,97,240,na,3.1,0.7,1.3,1.1,na,33.1,12.3,12.6,12.4,437.1
NSEI:ZAGGLE,Zaggle Prepaid Ocean Services Limited,,,,,,261,2,-52,210,2,na,na,na,na,294,127,19,na,na,0.7,1.6,13.7,na,31.4,31.4,28.1,29.7,47.0
CASE:FWRY,Fawry for Banking Technology and Electronic Payments,,,,,,1270,0,-124,1147,3,19171,26425,34881,32078,285,202,86,na,3.6,4.0,5.7,14.7,na,37.8,32.0,31.0,31.5,38.3
LSE:PAY,PayPoint plc,,,,,,526,9,38,564,2,8630,6122,5427,5657,286,122,64,na,10.0,2.0,4.6,8.2,na,-29.1,-11.4,3.5,-4.2,6.6
NYSE:V,Visa Inc.,,,,,,684075,373,10066,694141,37,14200000,16110241,17859663,17279718,50426,38085,27677,na,4.0,13.8,18.2,24.7,na,13.5,10.9,11.0,10.9,10.5
NYSE:MA,Mastercard Incorporated,,,,,,509049,581,12604,521653,39,10632000,12081825,13607400,13101661,40408,24452,19028,na,4.0,12.9,21.3,26.8,na,13.6,12.6,12.1,12.4,12.5
NYSE:AXP,American Express Company,,,,,,218929,324,0,218929,25,1897000,2251978,2457812,2389576,84363,6684,12800,56,9.2,2.6,32.8,17.1,5.8,18.7,9.1,8.5,8.8,10.9
NASDAQ:PYPL,"PayPal Holdings, Inc.",,,,,,44826,52,2772,47598,41,1793979,1877694,1957602,1931115,35708,15790,4668,na,2.5,1.3,3.0,9.6,na,4.7,4.3,4.6,4.4,-1.5
NYSE:XYZ,"Block, Inc.",,,,,,46790,78,397,47187,33,259631,279658,310902,300544,28006,13578,2913,na,15.7,1.7,3.5,16.1,na,7.7,11.2,11.4,11.3,27.2
NYSE:FIS,Fidelity National Information Services,,,,,,21056,41,20502,41558,27,na,na,na,na,14060,5256,3368,na,na,3.0,7.9,6.3,na,28.0,4.4,4.0,4.2,7.9
NASDAQ:FISV,"Fiserv, Inc.",,,,,,27476,52,26398,53874,28,4600000,4250331,4409522,4356749,20072,11786,4051,na,1.2,2.7,4.6,6.8,na,-7.6,3.7,3.3,3.5,7.6
NYSE:GPN,Global Payments Inc.,,,,,,23832,90,19006,42837,32,na,na,na,na,12785,10468,3868,na,na,3.4,4.1,6.2,na,60.2,5.3,4.8,5.1,8.7
NYSE:WU,The Western Union Company,,,,,,2202,7,1777,3979,17,107400,109447,115543,113522,4282,1465,453,na,3.5,0.9,2.7,4.9,na,1.9,5.6,2.8,4.2,17.0
NYSE:FOUR,"Shift4 Payments, Inc.",,,,,,3244,41,4334,7578,13,209000,255617,291794,279801,5596,3906,523,na,2.7,1.4,1.9,6.2,na,22.3,14.2,12.7,13.4,16.8
NYSE:TOST,"Toast, Inc.",,,,,,19415,34,-1713,17702,28,195100,236865,280419,265981,8388,2362,954,na,6.7,2.1,7.5,20.4,na,21.4,18.4,17.3,17.9,24.1
NASDAQ:DLO,DLocal Limited,,,,,,4352,15,-807,3546,8,40816,59389,76794,71024,1903,613,315,na,5.0,1.9,5.8,13.8,na,45.5,29.3,23.2,26.2,37.2
NASDAQ:FLYW,Flywire Corporation,,,,,,2213,18,-293,1920,13,37554,45900,52988,50638,840,493,153,na,3.8,2.3,3.9,14.5,na,22.2,15.4,15.6,15.5,25.6
NYSE:EVTC,"EVERTEC, Inc.",,,,,,1742,29,1124,2866,6,na,na,na,na,1150,604,261,na,na,2.5,4.7,6.7,na,16.9,8.3,7.2,7.7,8.8
NASDAQ:EEFT,"Euronet Worldwide, Inc.",,,,,,2549,68,638,3187,8,77600,81766,85479,84244,4608,1906,441,na,3.8,0.7,1.7,5.8,na,5.4,4.5,0.5,2.5,8.1
NYSE:CPAY,"Corpay, Inc.",,,,,,26580,405,7919,34498,16,258452,303398,329870,321094,5626,4458,1936,na,10.7,6.1,7.7,13.7,na,17.4,8.7,8.6,8.7,10.1
NYSE:PSFE,Paysafe Limited,,,,,,325,6,2321,2645,4,167000,178036,188034,184720,1882,1055,126,na,1.4,1.4,2.5,2.6,na,6.6,5.6,5.2,5.4,19.0
NASDAQ:PAYO,Payoneer Global Inc.,,,,,,2406,7,-260,2146,7,87503,93217,102840,99650,1199,1023,139,na,2.2,1.8,2.1,17.3,na,6.5,10.3,12.1,11.2,59.5
NASDAQ:RELY,"Remitly Global, Inc.",,,,,,5442,26,-638,4804,10,74912,91015,108690,102831,2245,1508,410,na,4.7,2.1,3.2,13.3,na,21.5,19.4,19.1,19.2,-8.4
NASDAQ:AFRM,"Affirm Holdings, Inc.",,,,,,23599,70,8321,31920,32,50200,65388,82582,76882,5732,2802,1690,na,41.5,5.6,11.4,14.0,na,30.3,26.3,24.4,25.3,-1.0
NASDAQ:SOFI,"SoFi Technologies, Inc.",,,,,,22021,17,0,22021,22,na,na,na,na,5735,338,1027,10,na,3.8,65.1,21.4,1.8,36.4,26.0,20.8,23.3,39.1
NASDAQ:UPST,"Upstart Holdings, Inc.",,,,,,2665,27,1600,4265,13,na,na,na,na,1712,1412,339,na,na,2.5,3.0,7.9,na,31.8,31.1,25.5,28.3,59.5
NASDAQ:MQ,"Marqeta, Inc.",,,,,,1683,16,-694,989,13,382513,430959,494114,473178,773,533,38,na,0.2,1.3,1.9,44.0,na,12.7,14.7,14.0,14.3,77.8
NASDAQGS:HAPN,"Happen, Inc.",,,,,,1935,17,0,1935,8,BROKEN,na,na,na,1195,73,257,16,na,1.6,26.7,7.5,1.1,-19.6,17.0,15.6,16.3,26.9
NYSE:ENVA,"Enova International, Inc.",,,,,,5506,221,0,5506,7,na,na,na,na,4313,2542,496,88,na,1.3,2.2,11.1,2.5,158.8,17.6,17.6,17.6,16.0
NASDAQ:COIN,"Coinbase Global, Inc.",,,,,,46652,177,-2121,44531,30,1221000,939333,1199638,1113345,6277,5210,315,na,4.0,7.1,8.5,148.1,na,-23.1,27.7,11.6,19.4,nm
NASDAQ:HOOD,"Robinhood Markets, Inc.",,,,,,93064,104,-919,92145,24,na,na,na,na,6084,5815,2506,na,na,15.1,15.8,37.1,na,15.7,26.2,15.5,20.8,24.5
NYSE:BLSH,Bullish,,,,,,5013,33,250,5264,10,244415,368142,418299,401672,390,390,97,na,1.3,13.5,13.5,51.5,na,50.6,13.6,7.9,10.7,53.2
NASDAQ:KLAR,Klarna Group plc,,,,,,5403,14,0,5403,19,127862,150984,174717,166849,4579,1863,218,8,3.2,1.2,2.9,24.8,1.9,18.1,15.7,15.6,15.6,nm
NASDAQ:CHYM,"Chime Financial, Inc.",,,,,,11986,32,-980,11006,20,133680,167577,201316,190131,3110,2779,HIDDEN,na,5.8,3.5,4.0,nm,na,25.4,20.1,17.4,18.8,nm
NASDAQ:JKHY,Jack Henry & Associates Inc.,,,,,,11786,168,66,11852,15,na,na,na,na,2729,1193,522,na,na,4.3,9.9,22.6,na,6.4,6.3,6.7,6.5,4.6
NASDAQ:DFIN,Donnelley Financial Solutions Inc.,,,,,,1184,48,186,1370,3,na,na,na,na,800,505,131,na,na,1.7,2.7,9.0,na,1.8,3.6,1.0,2.3,10.2
NASDAQ:SSNC,SS&C Technologies Holdings Inc.,,,,,,19221,82,7103,26324,11,na,na,na,na,6988,4101,1801,na,na,3.8,6.4,10.7,na,7.9,4.8,4.3,4.6,7.4
NYSE:BR,Broadridge Financial Solutions Inc.,,,,,,20568,180,3117,23685,10,na,na,na,na,7922,2554,1231,na,na,3.0,9.3,16.7,na,6.7,5.0,5.2,5.1,8.8
NYSE:SPGI,S&P Global Inc.,,,,,,129763,440,16140,145903,22,na,na,na,na,15303,11128,5532,na,na,9.5,13.1,23.5,na,-4.6,6.9,7.1,7.0,7.9
NYSE:MCO,Moody's Corporation,,,,,,85674,495,5782,91456,24,na,na,na,na,8690,6642,3145,na,na,10.5,13.8,27.2,na,7.4,7.3,7.7,7.5,9.3
NYSE:MSCI,MSCI Inc.,,,,,,40937,563,6192,47128,16,na,na,na,na,3720,3084,1557,na,na,12.7,15.3,26.3,na,12.2,8.7,8.2,8.5,12.2
NYSE:FDS,FactSet Research Systems Inc.,,,,,,10863,305,1266,12130,17,na,na,na,na,2618,1352,693,na,na,4.6,9.0,15.7,na,6.2,5.9,5.7,5.8,5.9
NASDAQ:MORN,"Morningstar, Inc.",,,,,,7873,210,1381,9254,3,na,na,na,na,2750,1679,503,na,na,3.4,5.5,15.6,na,8.3,5.7,6.0,5.9,10.3
NYSE:ICE,Intercontinental Exchange Inc.,,,,,,89599,160,19062,108661,12,na,na,na,na,11408,11408,4771,na,na,9.5,9.5,18.8,na,10.9,5.3,6.7,6.0,6.0
NASDAQ:CME,CME Group Inc.,,,,,,103001,286,1593,104594,14,na,na,na,na,7256,7256,4554,na,na,14.4,14.4,22.6,na,8.2,4.6,6.0,5.3,4.3
CBOE:CBOE,"Cboe Global Markets, Inc.",,,,,,32125,0,-776,31349,15,na,na,na,na,2940,1515,1529,na,na,10.7,20.7,21.0,na,-39.1,3.7,4.6,4.1,5.4
