# USER-COUNT SWEEP, WAVE 3. 3-Sep-2026. The rest of the 290 private rounds.
# Daniil: "check thoroughly the existing database of 290 private rounds, checking for each if the
# number of users / subscribers / members was quoted at the announcement and calculating the
# respective EV / subscribers multiple for each row where available."
#
# WHAT THIS WAVE COVERED, AND WHY IT IS 224 AND NOT 58. Waves 1 and 2 recorded only the URLs that
# produced a finding, never which URLs were read, so the claim that 159 of 217 had been read could
# not be reproduced from any file in the repo and the 58 said to remain could not be named. Under
# D12, a set that cannot name what fell out of it is not a set you may act on, so wave 3 re-read
# every one of the 224 rounds carrying no finding. Where waves 1 and 2 had already read a page and
# found nothing, this wave read it again and recorded that nothing is there, which is the point.
# The companion file 2026-09-03_user-counts-sweep-wave3-readlog.csv carries a verdict for all 224.
#
# ALSO CORRECTED: the targets file was described as having 241 URLs with 49 rounds carrying none.
# All 290 carry one. The 49 are the same kind of link with the scheme missing, so they were read
# with https:// prepended rather than sourced again. The targets file itself was not edited.
#
# METHOD. Eight agents read 223 distinct URLs, each told to report only what appears on the page it
# fetched, to quote verbatim, to report every countable figure and not just the first, to take only
# the subject company's own counts, and to prefer the company's own release over trade coverage.
# 62 URLs came back dead. Daniil, 3-Sep: "Announcement URL could not be read - check it
# independently then." Three further agents re-read those 62 against a working page for the SAME
# round, found through the company's own release at its new path, a syndicated copy, or trade
# coverage of that round. 60 of the 62 were recovered. The url column of the read log records the
# page actually read, never the dead one.
#
# THE KIND IS THE WHOLE POINT, per Daniil's correction of the same day: "they do not necessarily
# NEED to be paying, but if they are, we need to make the respective note of it." The count is kept
# whatever it counts, metric_kind records WHICH THING was counted, and a range may only ever be
# built inside one kind. is_paying records whether the payer is the counted party.
#
# SIXTEEN FIGURES WERE RE-KINDED TO OTHER so they stay on the record but can never become a
# denominator. Each is a real verbatim quote that is not the round's customer count:
#   penetration statistics   Klarna "30 of the top 100 US retailers", Klarna "24 of the top 100"
#   threshold subsets        Klaviyo 1,458 above $50k ARR, Ramp 2,200 above $100k,
#                            Databricks 300 above $1m run-rate
#   a prior round's figure   Gorgias 4,500 stores, stated on the page as the Series B number
#   flows, not stocks        Pipe 1,000 signups since March, Deel 1,800 as the April 2021 endpoint
#   named sub-segments       Canva 600,000 nonprofits and 60m students and teachers,
#                            Monzo 400,000 business clients against 9m retail customers,
#                            Octopus 25,000 business-division customers against 2.5m customers,
#                            MoonPay 250 wallets and apps powered against 7m customers
#   stale about-boilerplate  Miro 25m users and 100,000 client orgs, both contradicted by the body
#                            of the same release, which says 30m and 130,000
#   contradicted on the page Contentsquare "over one million customers" against the 1,000 enterprise
#                            customers stated in the same release
# Without these the loader's rank would have priced Canva per nonprofit, Monzo per business client
# and Octopus per business-division account, none of which is what those companies sell.
#
# Where one page gives two counts of ONE kind, the base figure is written first and the loader takes
# the first at the best rank. Octopus Sep-21 keeps 2.5m at 24 September, not the 3.1m it reached the
# day after by taking on Avro's book. Klarna keeps the global merchant and user counts, not the US
# ones. Faire keeps the 300,000 retailers of its own release over the looser 350,000.
#
# Two rounds could not be reached even after the recovery pass, and both look mis-dated at source
# rather than merely unlinked: Checkout.com Dec-23 (no Checkout.com round exists in December 2023;
# the $11bn internal cut was Dec 2022 and the $12bn buyback Sept 2025) and Revolut Nov-23 (the
# stored URL is an annual-report page, not a round; Revolut has no November 2023 funding event).
company,round,count,metric_kind,is_paying,as_worded_on_the_page
Docker,Mar-22,8,OTHER_TOP_10_BANKS,YES,"With over 10 million registered developers and development teams, Docker has grown to over 56,000 commercial customers, including over 70% of the Fortune 100, nine of the 10 top technology companies, eight of the top 10 banks, eight of the top 10 retailers, eight of the top 10 media companies, and seven of the top 10 healthcare companies."
Docker,Mar-22,8,OTHER_TOP_10_RETAILERS,YES,"With over 10 million registered developers and development teams, Docker has grown to over 56,000 commercial customers, including over 70% of the Fortune 100, nine of the 10 top technology companies, eight of the top 10 banks, eight of the top 10 retailers, eight of the top 10 media companies, and seven of the top 10 healthcare companies."
Docker,Mar-22,8,OTHER_TOP_10_MEDIA_COMPANIES,YES,"With over 10 million registered developers and development teams, Docker has grown to over 56,000 commercial customers, including over 70% of the Fortune 100, nine of the 10 top technology companies, eight of the top 10 banks, eight of the top 10 retailers, eight of the top 10 media companies, and seven of the top 10 healthcare companies."
Docker,Mar-22,7,OTHER_TOP_10_HEALTHCARE_COMPANIES,YES,"With over 10 million registered developers and development teams, Docker has grown to over 56,000 commercial customers, including over 70% of the Fortune 100, nine of the 10 top technology companies, eight of the top 10 banks, eight of the top 10 retailers, eight of the top 10 media companies, and seven of the top 10 healthcare companies."
Fireblocks,Jan-22,800,CUSTOMERS,YES,"We reached some major milestones in 2021, growing from 150 customers to more than 800 customers, and surpassing $2 trillion in assets transferred."
Fireblocks,Jan-22,2000000000000,OTHER_ASSETS_TRANSFERRED_USD,UNKNOWN,"We reached some major milestones in 2021, growing from 150 customers to more than 800 customers, and surpassing $2 trillion in assets transferred."
Jobandtalent,Dec-21,1300,BUSINESS_CUSTOMERS,YES,"More than 1,300 companies - including DHL, FedEx, XPO, Ceva Logistics, eBay, IKEA, Kuehne & Nagel, JD Sports, Ocado, Sainsbury's, Argos and GLS - use the Jobandtalent platform to easily and efficiently match the right temporary roles with the right workers."
Jobandtalent,Dec-21,100000,OTHER_WORKERS_PLACED_IN_FIRST_9_MONTHS_OF_2021,NO,"The Jobandtalent platform has found the right roles at the right companies for more than 100,000 workers in the first 9 months of 2021 alone, providing them with the benefits and security of full time employment."
Mercury,Mar-25,200000,BUSINESS_CUSTOMERS,YES,"We now serve more than 200,000 ambitious companies across a variety of industries — from tech startups like Linear, Phantom, and ElevenLabs to venture capital firms, e-commerce companies like Cocolab and Bogey Bros, and a range of small businesses — who rely on Mercury to operate at their best."
Monzo,May-24,9000000,CUSTOMERS,NO,"In the U.K., Monzo now claims more than 9 million retail customers and 400,000 clients in the business realm."
Monzo,May-24,400000,OTHER_BUSINESS_BANKING_CLIENTS,UNKNOWN,"In the U.K., Monzo now claims more than 9 million retail customers and 400,000 clients in the business realm."
Personio,Jun-22,6000,BUSINESS_CUSTOMERS,YES,"Over 6,000 companies with more than 500,000 employees have automated their people processes with Personio."
Personio,Jun-22,500000,OTHER_EMPLOYEES_OF_CUSTOMER_COMPANIES,NO,"Over 6,000 companies with more than 500,000 employees have automated their people processes with Personio."
Qonto,Jan-22,220000,BUSINESS_CUSTOMERS,YES,"Launched in 2017, Qonto claims to serve more than 220,000 clients across four countries (France, Germany, Italy and Spain) and employs more than 500 staff."
Qonto,Jan-22,500,OTHER_EMPLOYEES,NO,"Launched in 2017, Qonto claims to serve more than 220,000 clients across four countries (France, Germany, Italy and Spain) and employs more than 500 staff."
Remote,Apr-22,60,OTHER_COUNTRIES,UNKNOWN,"With expert team members located in more than 60 countries, Remote provides all the tools and support companies need to manage onboarding, payroll, benefits, relocation and other services for their teams."
Snyk,Dec-22,2300,CUSTOMERS,YES,"Rapid customer adoption with more than 2,300 customers including: AB InBev, Comcast, Dun & Bradstreet, Manulife and Salesforce."
Snyk,Dec-22,5100000,OTHER_VULNERABILITIES_FIXED,UNKNOWN,"In the past year, Snyk customers fixed more than 5.1 million vulnerabilities."
Snyk,Dec-22,11500000,OTHER_SECURITY_ISSUES_REMEDIATED,UNKNOWN,Snyk-aided user remediation of over 11.5 million security issues in 2022 as a result of Snyk's comprehensive vulnerability data and developer-centric security journey.
SumUp,Jun-22,4000000,MERCHANTS,YES,More than 4 million businesses ‒ from taxi drivers and coffee shop owners to large sports stadiums ‒trust SumUp to deliver when it matters.
SumUp,Jun-22,3000,OTHER_EMPLOYEES,NO,"SumUp's team of over 3,000 people supports merchants in 35 countries worldwide, with Peru (launched in June 2022) being the company's most recent new market."
SumUp,Jun-22,35,OTHER_COUNTRIES,UNKNOWN,"SumUp's team of over 3,000 people supports merchants in 35 countries worldwide, with Peru (launched in June 2022) being the company's most recent new market."
Vedantu,Sep-21,35000000,REGISTERED_USERS,NO,Vedantu says it has onboarded 35 million students and aims to have half a million subscription-based user base by the end of this year.
Vedantu,Sep-21,200000,CUSTOMERS,YES,"The platform currently has 200,000 paid customers"
Wefox,Jul-22,2000000,CUSTOMERS,YES,wefox now has more than two million customers and we aim to reach three million customers by the end of this year.
Wefox,Jul-22,1300,OTHER_EMPLOYEES,NO,"Despite the current economic climate, wefox remains one of the very few tech companies still recruiting, with more than 1300 employees in the company today up from 550 employees in 2021."
dbt Labs,Feb-22,9000,ACTIVE_USERS,NO,"Today there are 9,000 companies using dbt every week, 25,000 practitioners in the dbt Community Slack, and 1,800 companies paying for dbt Cloud."
dbt Labs,Feb-22,25000,OTHER_COMMUNITY_SLACK_MEMBERS,NO,"Today there are 9,000 companies using dbt every week, 25,000 practitioners in the dbt Community Slack, and 1,800 companies paying for dbt Cloud."
dbt Labs,Feb-22,1800,BUSINESS_CUSTOMERS,YES,"Today there are 9,000 companies using dbt every week, 25,000 practitioners in the dbt Community Slack, and 1,800 companies paying for dbt Cloud."
dbt Labs,Feb-22,12,OTHER_MEETUPS,UNKNOWN,"The dbt Community now includes 25,000 data professionals, 12 dbt Meetups in 8 countries, and more than 9,000 companies using dbt."
dbt Labs,Feb-22,7000,OTHER_CONFERENCE_ATTENDEES,NO,"dbt Labs hosted the largest global conference dedicated to analytics engineering with more than 7,000 attendees."
dbt Labs,Feb-22,25,OTHER_ENTERPRISE_APPLICATIONS,UNKNOWN,"dbt Cloud APIs now powers more than 25 enterprise applications delivering solutions across categories of business intelligence, operational analytics, data discovery, data quality, and data governance."
Airwallex,May-25,150000,BUSINESS_CUSTOMERS,YES,"The company grew its customer base by 50% in 2024 – now serving 150,000 businesses worldwide."
AlphaSense,Jun-24,4000,BUSINESS_CUSTOMERS,YES,"Our platform is trusted by over 4,000 enterprise customers, including a majority of the S&P 500."
Calm,Jul-19,2000000,PAYING_SUBSCRIBERS,YES,"Calm's Sleep Stories feature that launched last year is a hit, with more than 150 million listens from its 2 million paid subscribers and 50 million downloads."
Calm,Jul-19,50000000,OTHER_DOWNLOADS,NO,"Calm's Sleep Stories feature that launched last year is a hit, with more than 150 million listens from its 2 million paid subscribers and 50 million downloads."
Calm,Jul-19,150000000,OTHER_LISTENS,NO,"Calm's Sleep Stories feature that launched last year is a hit, with more than 150 million listens from its 2 million paid subscribers and 50 million downloads."
Coalition,Jul-22,160000,CUSTOMERS,YES,"Coalition now serves over 160,000 customers with Active Cyber Insurance, Active Executive Risks Insurance, P&C insurance, and cybersecurity capabilities."
Dream Sports,Nov-21,140000000,REGISTERED_USERS,UNKNOWN,"In a statement, the company said that with an existing user base of 140 Mn Indians, it aims to be one of the world's largest sports ecosystems which includes sports content, commerce, experiences, fan engagement (including sports gaming and esports), web 3.0 solutions, fantasy sports and fitness tech."
Fireblocks,Jul-21,500,BUSINESS_CUSTOMERS,YES,"Fireblocks serves over 500 financial institutions, has secured the transfer of over one trillion in digital assets, and has a unique insurance policy that covers assets in storage & transit."
Konfio,Sep-21,35000,OTHER_BUSINESSES_LENT_TO_SINCE_INCEPTION,YES,desde el inicio de sus operaciones ha otorgado préstamos de capital de trabajo a cerca de 35 mil empresas
Miro,Jan-22,30000000,REGISTERED_USERS,UNKNOWN,"Since Miro raised its $50M Series B funding round in April 2020, the company has increased its user base by 500% (from 5M to 30M) and its paying customer base by 550% (from 20,000 to 130,000)."
Miro,Jan-22,130000,BUSINESS_CUSTOMERS,YES,"Since Miro raised its $50M Series B funding round in April 2020, the company has increased its user base by 500% (from 5M to 30M) and its paying customer base by 550% (from 20,000 to 130,000)."
Miro,Jan-22,20,OTHER_ENTERPRISE_CUSTOMERS_PAYING_OVER_1M_PER_YEAR,YES,Miro currently has 20 enterprise customers each paying more than $1M per year each.
Miro,Jan-22,25000000,OTHER_ABOUT_BOILERPLATE_USERS,UNKNOWN,"Miro, co-headquartered in San Francisco and Amsterdam, serves more than 25M users worldwide, including more than 100,000 client organizations and 95% of the Fortune 100."
Miro,Jan-22,100000,OTHER_ABOUT_BOILERPLATE_CLIENT_ORGS,UNKNOWN,"Miro, co-headquartered in San Francisco and Amsterdam, serves more than 25M users worldwide, including more than 100,000 client organizations and 95% of the Fortune 100."
MoonPay,Nov-21,250,OTHER_WALLETS_WEBSITES_AND_APPS_POWERED,UNKNOWN,"The company's fiat-to-crypto on-ramp powers more than 250 wallets, websites and applications in more than 160 countries and has processed more than $2 billion in transactions to date."
MoonPay,Nov-21,7000000,CUSTOMERS,YES,Built a customer base of more than 7 million users
OneTrust,Jul-23,14000,BUSINESS_CUSTOMERS,YES,"Over 14,000 customers use OneTrust's technology, including half of the Global 2,000."
Plaid,Apr-21,4500,BUSINESS_CUSTOMERS,YES,"Plaid's technology connects information from 11,000 banks and financial institutions to more than 4,500 fintech customers, including PayPal (PYPL), Robinhood, Google (GOOGL) and Microsoft (MSFT)."
Plaid,Apr-21,11000,OTHER_BANKS_AND_FINANCIAL_INSTITUTIONS_CONNECTED,NO,"Plaid's technology connects information from 11,000 banks and financial institutions to more than 4,500 fintech customers, including PayPal (PYPL), Robinhood, Google (GOOGL) and Microsoft (MSFT)."
Plaid,Apr-21,700,OTHER_EMPLOYEES,NO,"It currently has around 700 employees at offices in San Francisco, New York, Salt Lake City, Washington, London and Amsterdam."
Raisin,Mar-23,1000000,CUSTOMERS,NO,"The global savings and investment specialist recently exceeded 1 million customers, for which a total of €850 million in interest has been generated since founding the company in 2012."
Raisin,Mar-23,1000000,OTHER_CUSTOMERS_IN_THREE_MARKETS,NO,"Today, Raisin serves more than one million customers in these three markets offering not only savings products but also a multitude of investment and pension products."
Raisin,Mar-23,400,OTHER_PARTNER_BANKS_AND_FINANCIAL_SERVICE_PROVIDERS,YES,Raisin works with over 400 banks and financial service providers from more than 30 countries.
Revolut,Aug-24,45000000,CUSTOMERS,NO,"Revolut, the global financial technology company with over 45 million customers worldwide"
Spendesk,Jan-22,7000,OTHER_CFO_CONNECT_COMMUNITY_MEMBERS,NO,"CFO Connect is the fastest-growing global community of finance leaders with more than 7,000 members"
Vegrow,Dec-23,400,OTHER_PRODUCTION_POCKETS,NO,Vegrow connects farmers across more than 400 production pockets and helps them align with market expectations and get better yield.
Vegrow,Dec-23,200,OTHER_TONS_OF_FRUIT_PROCESSED_DAILY,NO,"According to the company, it processes more than 200 tons of fruits daily and operates in Karnataka and Telangana."
Wiz,Mar-26,50,OTHER_PERCENT_OF_FORTUNE_100,UNKNOWN,"Wiz is trusted by 50% of the Fortune 100 and leading global organizations including Shell, BMW, LVMH, Morgan Stanley, Mars, Salesforce, Takeda, Colgate-Palmolive, and Aon among others."
