# Fairway investor table. One row per house. Built by tools/build_investors_table.py.
# Checked by tools/investor_check.py, which is the gate on what may render.
#
# TWO LAYERS AND THEY MUST NOT BE BLENDED.
#   EVIDENCE  the houses behind a founder's own reference rounds, generated from the same files
#             the football field comes from. Every deal carries company, month and the round's own
#             source URL. Honest label: a map of who pays up for businesses like yours, mostly
#             growth-stage and mostly US. NOT a call list for a seed round.
#   CALLABLE  funds writing first cheques in the founder's sector now. Seeded from the 19 UK funds
#             curated in data-content.js and DELIBERATELY INCOMPLETE: no dated deal, no source URL,
#             so the checker refuses them. That refusal is the pull list, not a bug.
#
# THE ACTIVITY RULE, taken from vcconf and binding here: a CALLABLE investor renders only with at
# least one named, dated deal inside 12 months WITH a source URL, a first-cheque range, a stage,
# a sector in our vocabulary, a geography and a one-line thesis. A row missing any of those does
# not render. Same discipline as comps sourcing: a figure with no source does not exist.
#
# COMPLIANCE, binding on every rendering of both layers: public information only, nothing behind
# a login, no contact details, no claim of introduction. The footer line carries onto every card:
# a map, not an introduction; no affiliation or endorsement is implied. Styled text wordmarks,
# never logos.
#
# Never pad to a fixed count. Six good matches beat twelve loose ones.
investor_key,investor_name,house_type,layer,geographies,stage_bands,first_cheque_low_m,first_cheque_high_m,cheque_currency,round_size_low_m,round_size_high_m,thesis_one_liner,deal_evidences_sector,cheque_range_source,sector_deals_file,screening_categories,subsectors,recent_deal_1_company,recent_deal_1_date,recent_deal_1_source_url,recent_deal_2_company,recent_deal_2_date,recent_deal_2_source_url,rounds_in_set,companies_in_set,companies_backed,first_round,last_round,median_round_size_m,median_postmoney_m,last_verified,provenance
syndicateroom,SyndicateRoom,Venture,CALLABLE,UK,Pre-seed; Seed; Series A,,,,,,"Sector-agnostic, high-volume early-stage syndicate.",,,,,Other,The Ova,2025-04,https://www.syndicateroom.com/articles/april-2025-investments-summary,MindSpire,2025-03,https://www.syndicateroom.com/articles/march-2025-investments-summary,0,0,,,,,,,SEEDED from data-content.js. Needs two dated deals with source URLs.
trucksventure,Trucks Venture Capital,Venture,CALLABLE,"US-based; global transportation opportunities, including Europe",Seed; Series A,0.5,2.0,USD,,,"Pre-seed and seed investor in transportation systems, freight, aviation and mobility infrastructure.",1,https://www.trucks.vc/,data/raw/2026-09-02_seed-investor-screen-v2.csv,Local Delivery & On-Demand; Commerce Enablement & Fulfilment; E-commerce Enablement,Delivery logistics and supply chain,Providio AI,2026-01,https://providio.ai/blog/from-human-to-superhuman,Maritime Fusion,2025-11,https://www.maritimefusion.com/blog,0,0,,,2026-01,,,2026-09-02,"SEED SCREEN data/raw/2026-09-02_seed-investor-screen-v2.csv. Cheque range is fund-stated and SOURCED. Deals are SECTOR-MATCHED: two per fund per sector, held one row each in the raw file, and the fund-level card carries the two most recent overall."
true,True,Venture,CALLABLE,UK-based; invests in the UK and internationally,Pre-seed; Seed,0.25,1.0,GBP,,,"Pre-seed and seed investor in consumer products, consumer platforms and retail technology; its venture page states a typical GBP 250k-1m cheque.",1,https://www.true.global/ventures/,data/raw/2026-09-02_seed-investor-screen-v2.csv,D2C / Consumer Brand; Consumer Brand; Owned-Inventory Retail,Consumer brands and D2C,Pinpoint,2025-10,https://www.accessnewswire.com/newsroom/en/computers-technology-and-internet/pinpoint-raises-2-5,Kotcha,2025-10,https://tech.eu/2025/10/23/kotcha-powers-up-with-eu35m-to-scale-ai-coaching-for-runners/,0,0,,,2025-10,,,2026-09-02,"SEED SCREEN data/raw/2026-09-02_seed-investor-screen-v2.csv. Cheque range is fund-stated and SOURCED. Deals are SECTOR-MATCHED: two per fund per sector, held one row each in the raw file, and the fund-level card carries the two most recent overall."
dmg,dmg ventures,Venture,CALLABLE,UK-focused; also considers US/EU businesses with a UK/US angle,Pre-seed; Seed,0.25,1.5,GBP,,,Pre-seed-Series A investor in mass-market B2C brands and consumer technology; stated investment range is GBP 250k-1.5m.,1,https://www.dmgventures.co.uk/,data/raw/2026-09-02_seed-investor-screen-v2.csv,D2C / Consumer Brand; Consumer Brand; Owned-Inventory Retail,Consumer brands and D2C,Equi,2026-02,https://www.dmgventures.co.uk/new-investment/why-were-backing-equi-raising-the-bar-for-womens-wellbeing,Harestreet?,2025-12,https://www.dmgventures.co.uk/about-us/2025-big-portfolio-news-and-4-new-investments-at-dmg-ventures,0,0,,,2026-02,,,2026-09-02,"SEED SCREEN data/raw/2026-09-02_seed-investor-screen-v2.csv. Cheque range is fund-stated and SOURCED. Deals are SECTOR-MATCHED: two per fund per sector, held one row each in the raw file, and the fund-level card carries the two most recent overall."
firstminute,firstminute capital,Venture,CALLABLE,UK/Europe; backs European founders building globally,Seed; Series A,1.0,3.0,GBP,,,"Seed investor whose fintech portfolio includes payment acquiring, cross-border payments and SME financial operating infrastructure.",1,https://www.firstminute.capital/,data/raw/2026-09-02_seed-investor-screen-v2.csv,Merchant Acquiring & PSP; Commerce & Payments Software; Cross-Border & FX,Payments and fintech infrastructure,Neno,2026-08,https://www.neno.co/resources/content/blog/neno-raises-8-6-million-to-build-ai-native-financial-services,Stitch,2025-04,https://stitch.money/blog/stitch-announces-55-million-series-b-funding-round,0,0,,,2026-08,,,2026-09-02,"SEED SCREEN data/raw/2026-09-02_seed-investor-screen-v2.csv. Cheque range is fund-stated and SOURCED. Deals are SECTOR-MATCHED: two per fund per sector, held one row each in the raw file, and the fund-level card carries the two most recent overall."
softbankvisionfund2,SoftBank Vision Fund 2,,EVIDENCE,,,,,,,,,,,,"Consumer Marketplace(3); Data, AI & Developer Tools(2); Cybersecurity(2); Lending & Credit(2); E-commerce Enablement(2); Sales Engagement(1)",General e-commerce marketplace(2); AI search / answer engine(1); Market intelligence / enterprise search(1); SASE / network security(1),Perplexity,2024-12,https://www.bloomberg.com/news/articles/2024-12-18/ai-startup-perplexity-closes-funding-round-at-9-billion-value,AlphaSense,2024-06,https://news.bloomberglaw.com/private-equity/market-data-firm-alphasense-valued-at-4-billion-in-fundraise,16,16,6sense|AlphaSense|Better.com|Cato Networks|CommerceIQ|Fabric|Flipkart|Jobandtalent|Klarna|OneTrust|Perplexity|TravelPerk|Trendyol|Vestiaire Collective|Vuori|Zopa,2021-05,2024-12,300.0,4000.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
wellington,Wellington Management,,EVIDENCE,,,,,,,,,,,,Cybersecurity(2); Enterprise Applications(1); Streaming & Creator(1); D2C / Consumer Brand(1); E-commerce Enablement(1); D2C(1),Enterprise search / knowledge management(1); Email security / behavioral AI(1); Cloud security / CNAPP(1); Creator subscriptions(1),Glean,2025-06,https://www.glean.com/press/glean-raises-150m-series-f-at-7-2b-valuation-to-accelerate-enterprise-ai-agent-innovation-globally,Abnormal Security,2024-08,https://abnormal-website-rd-sandbox.vercel.app/newsroom/press-releases/series-d-5b-valuation,9,8,Abnormal Security|Away|Creditas|Glean|Patreon|Rokt|SKIMS|Wiz,2019-05,2025-06,255.0,4000.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv. Spellings merged: Wellington / Wellington Management
iconiqgrowth,ICONIQ Growth,,EVIDENCE,,,,,,,,,,,,Enterprise Applications(2); Cybersecurity(1); Communications & Customer Engagement(1); Personal Software / Productivity(1),Accounting close management(1); Enterprise generative AI platform(1); Identity and password management(1); Visual collaboration / whiteboarding(1),FloQast,2024-04,https://www.floqast.com/press-releases/floqast-secures-100-million-in-series-e-funding-achieving-1-6-billion-valuation,Writer,2023-09,https://writer.com/blog/series-b-funding-writer/,5,5,1Password|Calendly|FloQast|Miro|Writer,2021-01,2024-04,350.0,3000.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
sands,Sands Capital,,EVIDENCE,,,,,,,,,,,,Cybersecurity(2); Sales Engagement(1); Lending & Credit(1); E-commerce Enablement(1),"Privacy, governance and risk software(1); Developer security / application security(1); Sales execution and engagement(1); Consumer lending and cards(1)",OneTrust,2023-07,https://techcrunch.com/2023/07/24/onetrust-raises-150m-at-a-4-5b-valuation/,Snyk,2022-12,https://snyk.io/news/snyk-raises-196-5-million-series-g/,5,5,Klaviyo|OneTrust|Outreach|Snyk|Upgrade,2021-05,2023-07,200.0,6280.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
softbank,SoftBank,,EVIDENCE,,,,,,,,,,,,"Consumer Marketplace(2); Data, AI & Developer Tools(1)",Value e-commerce marketplace(2); Foundation models / generative AI(1),OpenAI,2025-03,https://openai.com/index/march-funding-updates/,Meesho,2024-05,techcrunch.com/2024/05/10/meesho-an-indian-social-commerce-with-150m-transacting-users-secures-275m-in-new-funding,5,3,Creditas|Meesho|OpenAI,2020-12,2025-03,275.0,4800.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
bond,BOND,,EVIDENCE,,,,,,,,,,,,"Data, AI & Developer Tools(1); Local Delivery & On-Demand(1); Cross-Border & FX(1); B2B Marketplace(1)","Market intelligence / enterprise search(1); Quick commerce / instant grocery(1); Cross-border payments, emerging markets(1); Wholesale marketplace(1)",Flink,2024-09,https://techcrunch.com/2024/09/16/flink-the-quick-commerce-startup-raises-another-150m-at-a-valuation-of-just-under-1b/,AlphaSense,2023-09,https://techcrunch.com/2023/09/28/alphasense-an-ai-based-market-intel-firm-snaps-up-150m-at-a-2-5b-valuation/,4,4,AlphaSense|Ankorstore|Flink|dLocal,2021-04,2024-09,150.0,2500.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv. Spellings merged: BOND / Bond
d1capital,D1 Capital Partners,,EVIDENCE,,,,,,,,,,,,Sales Engagement(1); Real Estate Marketplace(1); Cross-Border & FX(1); B2B Marketplace(1),"Account-based marketing / revenue intelligence(1); Residential real-estate marketplace (iBuyer)(1); Cross-border payments, emerging markets(1); Wholesale marketplace(1)",6sense,2022-01,https://www.prnewswire.com/news-releases/6sense-announces-200-million-series-e-round-increasing-valuation-to-5-2-billion-301464832.html,Faire,2021-11,businesswire.com/news/home/20211116005386/en/Faire-Valuation-Grows-to-%2412.4-Billion-With-%24400-Million-Series-G-Funding-Round-Co-Led-by-Durable-Capital-Partners-LP,4,4,6sense|Faire|Loft|dLocal,2021-03,2022-01,400.0,5200.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv. Spellings merged: D1 Capital / D1 Capital Partners
franklintempleton,Franklin Templeton,,EVIDENCE,,,,,,,,,,,,Sales Engagement(2); Consumer Marketplace(1); Consumer subscription(1),Account-based marketing / revenue intelligence(1); Revenue intelligence(1); Sneaker and apparel resale(1); Fashion rental(1),6sense,2022-01,https://www.prnewswire.com/news-releases/6sense-announces-200-million-series-e-round-increasing-valuation-to-5-2-billion-301464832.html,Gong,2021-06,https://www.gong.io/press/gong-raises-250-million-in-series-e-funding-at-7-25-billion-valuation,4,4,6sense|GOAT Group|Gong|Rent the Runway,2019-03,2022-01,200.0,5200.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
nea,NEA,,EVIDENCE,,,,,,,,,,,,"Communications & Customer Engagement(1); Data, AI & Developer Tools(1); Vertical Software(1); Streaming & Creator(1)",Voice AI / synthetic media(1); AI search / answer engine(1); Legal practice management software(1); Creator subscriptions(1),ElevenLabs,2025-01,https://elevenlabs.io/blog/series-c,Perplexity,2024-12,https://www.bloomberg.com/news/articles/2024-12-18/ai-startup-perplexity-closes-funding-round-at-9-billion-value,4,4,Clio|ElevenLabs|Patreon|Perplexity,2021-04,2025-01,500.0,4000.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
nvidia,NVIDIA,,EVIDENCE,,,,,,,,,,,,"Data, AI & Developer Tools(4)",AI search / answer engine(2); AI data infrastructure / labeling(1); Lakehouse / data and AI platform(1),Perplexity,2024-12,https://www.bloomberg.com/news/articles/2024-12-18/ai-startup-perplexity-closes-funding-round-at-9-billion-value,Scale AI,2024-05,https://techcrunch.com/2024/05/21/data-labeling-startup-scale-ai-raises-1b-as-valuation-doubles-to-13-8b/,4,3,Databricks|Perplexity|Scale AI,2023-09,2024-12,500.0,13800.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
sequoiachina,Sequoia China,,EVIDENCE,,,,,,,,,,,,Consumer Marketplace(2),Global fashion e-commerce(2),SHEIN,2023-05,businessoffashion.com/news/retail/shein-new-funding-2023/,Airwallex,2022-10,https://www.airwallex.com/newsroom/airwallex-raises-us100-million-series-e2,4,2,Airwallex|SHEIN,2021-09,2023-05,1000.0,66000.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
atlassian,Atlassian Ventures,,EVIDENCE,,,,,,,,,,,,Cybersecurity(1); Cloud & Infrastructure Software(1); Communications & Customer Engagement(1),Trust management / compliance automation(1); Container development platform(1); Visual collaboration / whiteboarding(1),Vanta,2024-07,https://www.vanta.com/resources/vanta-announces-series-c,Docker,2022-03,https://www.docker.com/blog/docker-series-c/,3,3,Docker|Miro|Vanta,2022-01,2024-07,150.0,2450.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv. Spellings merged: Atlassian / Atlassian Ventures
bcapital,B Capital,,EVIDENCE,,,,,,,,,,,,Enterprise Applications(1); Sales Engagement(1); Consumer Marketplace(1),Enterprise generative AI platform(1); Account-based marketing / revenue intelligence(1); Value e-commerce marketplace(1),Writer,2024-11,https://writer.com/blog/series-c-funding-writer-press-release/,6sense,2022-01,https://www.prnewswire.com/news-releases/6sense-announces-200-million-series-e-round-increasing-valuation-to-5-2-billion-301464832.html,3,3,6sense|Meesho|Writer,2021-09,2024-11,200.0,4900.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
crv,CRV,,EVIDENCE,,,,,,,,,,,,Cloud & Infrastructure Software(1); Enterprise Applications(1); E-commerce Enablement(1),Front-end cloud / developer platform(1); HR software for SMBs(1); Returns management software(1),Vercel,2024-05,https://www.streetinsider.com/Reuters/Exclusive-Vercel+completes+$250+million+Series+E+round+at+$3.25+billion+valuation/23238755.html,Factorial,2022-10,https://techcrunch.com/2022/10/11/factorial-raises-120m-at-a-1b-valuation-for-its-hr-software-for-smbs/,3,3,Factorial|Loop Returns|Vercel,2021-07,2024-05,120.0,1000.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
eurazeo,Eurazeo,,EVIDENCE,,,,,,,,,,,,Enterprise Applications(1); B2B Marketplace(1); Consumer Marketplace(1),Payroll and HR software(1); Wholesale marketplace(1); Refurbished electronics marketplace(1),PayFit,2022-01,https://techcrunch.com/2022/01/06/payfit-raises-289-million-for-its-payroll-and-hr-solution/,Back Market,2022-01,backmarket.reportablenews.com/pr/back-market-the-renewed-electronics-marketplace-raises-510-million-and-is-now-valued-at-5-7-billion,3,3,Ankorstore|Back Market|PayFit,2022-01,2022-01,287.4,2059.3,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
menlo,Menlo Ventures,,EVIDENCE,,,,,,,,,,,,"Data, AI & Developer Tools(2); Cybersecurity(1)",Foundation models / generative AI(2); Email security / behavioral AI(1),Anthropic,2025-03,https://www.anthropic.com/news/anthropic-raises-series-e-at-usd61-5b-post-money-valuation,Abnormal Security,2024-08,https://abnormal-website-rd-sandbox.vercel.app/newsroom/press-releases/series-d-5b-valuation,3,2,Abnormal Security|Anthropic,2024-01,2025-03,750.0,18400.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv. Spellings merged: Menlo / Menlo Ventures
mubadala,Mubadala Capital,,EVIDENCE,,,,,,,,,,,,Lending & Credit(1); Local Delivery & On-Demand(1); Consumer Marketplace(1),Buy now pay later / consumer credit(1); Quick commerce / instant grocery(1); Global fashion e-commerce(1),Flink,2024-09,https://techcrunch.com/2024/09/16/flink-the-quick-commerce-startup-raises-another-150m-at-a-valuation-of-just-under-1b/,SHEIN,2023-05,businessoffashion.com/news/retail/shein-new-funding-2023/,3,3,Flink|Klarna|SHEIN,2022-07,2024-09,800.0,6700.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv. Spellings merged: Mubadala / Mubadala Capital
silverlake,Silver Lake,,EVIDENCE,,,,,,,,,,,,Lending & Credit(1); E-commerce Enablement(1); Marketplace aggregator(1),Buy now pay later / consumer credit(1); Enterprise marketplace software(1); Amazon brands(1),Klarna,2022-07,https://www.prnewswire.com/news-releases/klarna-closes-major-financing-round-during-worst-stock-downturn-in-50-years-301583680.html,Thrasio,2021-10,prnewswire.com/news-releases/silver-lake-leads-thrasios-1-billion-series-d-financing-alongside-advent-international-upper90-and-peak6-301407213.html,3,3,Klarna|Mirakl|Thrasio,2021-09,2022-07,800.0,6700.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
sunleyhouse,Sunley House,,EVIDENCE,,,,,,,,,,,,D2C / Consumer Brand(1),Lingerie and apparel(1),Creditas,2022-01,https://www.creditas.com/ir/non-regulatory/creditas-announces-usd-260-million-series-f-fundraising-round/,Savage X Fenty,2021-02,forbes.com/sites/maddieberg/2021/02/10/rihannas-lingerie-line-savage-x-fenty-raises-115-million-on-same-day-lvmh-announces-its-closing-her-fashion-house/,3,2,Creditas|Savage X Fenty,2020-12,2022-01,255.0,1750.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
tcv,TCV,,EVIDENCE,,,,,,,,,,,,Cross-Border & FX(1); Merchant Acquiring & PSP(1),Cross-border remittance(1); Payment aggregator and neobanking(1),Zepz,2024-10,https://news.bloomberglaw.com/private-equity/accel-tcv-and-world-bank-support-zepzs-267-million-fundraise,Razorpay,2021-12,https://razorpay.com/blog/razorpay-secures-375-million-in-series-f-funding/,3,2,Razorpay|Zepz,2021-08,2024-10,292.0,5000.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
tencent,Tencent,,EVIDENCE,,,,,,,,,,,,,,Airwallex,2022-10,https://www.airwallex.com/newsroom/airwallex-raises-us100-million-series-e2,Gorillas,2021-10,https://www.cnbc.com/2021/10/19/delivery-hero-leads-1-billion-investment-in-grocery-start-up-gorillas.html,3,2,Airwallex|Gorillas,2021-09,2022-10,200.0,4000.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
1835i,1835i,,EVIDENCE,,,,,,,,,,,,,,Airwallex,2022-10,https://www.airwallex.com/newsroom/airwallex-raises-us100-million-series-e2,Airwallex,2021-09,https://www.airwallex.com/newsroom/series-e,2,1,Airwallex,2021-09,2022-10,200.0,5500.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
adage,Adage Capital Management,,EVIDENCE,,,,,,,,,,,,Local Delivery & On-Demand(1); Consumer Marketplace(1),Quick commerce / instant grocery(1); Sneaker and apparel resale(1),Gopuff,2021-07,https://techcrunch.com/2021/07/30/gopuff-confirms-new-1b-cash-injection-at-a-15b-valuation-to-expand-its-instant-grocery-delivery-service/,GOAT Group,2021-06,prnewswire.com/news-releases/goat-group-valuation-more-than-doubles-to-3-7-billion-after-closing-series-f-funding-round-of-195-million-301319298.html,2,2,GOAT Group|Gopuff,2021-06,2021-07,1000.0,15000.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv. Spellings merged: Adage Capital / Adage Capital Management
adventinternational,Advent International,,EVIDENCE,,,,,,,,,,,,Marketplace aggregator(2),Amazon brands(2),Thrasio,2021-10,prnewswire.com/news-releases/silver-lake-leads-thrasios-1-billion-series-d-financing-alongside-advent-international-upper90-and-peak6-301407213.html,Thrasio,2020-07,prnewswire.com/news-releases/thrasio-reaches-1b-valuation-sets-new-us-speed-record-for-unicorns-301093829.html,2,1,Thrasio,2020-07,2021-10,1000.0,1260.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
bezosexpeditions,Bezos Expeditions,,EVIDENCE,,,,,,,,,,,,"Data, AI & Developer Tools(2)",AI search / answer engine(2),Perplexity,2024-12,https://www.bloomberg.com/news/articles/2024-12-18/ai-startup-perplexity-closes-funding-round-at-9-billion-value,Perplexity,2024-01,https://www.perplexity.ai/hub/blog/perplexity-raises-series-b-funding-round,2,1,Perplexity,2024-01,2024-12,500.0,9000.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
blueowl,Blue Owl Capital,,EVIDENCE,,,,,,,,,,,,"Data, AI & Developer Tools(1); Sales Engagement(1)",Market intelligence / enterprise search(1); Account-based marketing / revenue intelligence(1),AlphaSense,2024-06,https://news.bloomberglaw.com/private-equity/market-data-firm-alphasense-valued-at-4-billion-in-fundraise,6sense,2022-01,https://www.prnewswire.com/news-releases/6sense-announces-200-million-series-e-round-increasing-valuation-to-5-2-billion-301464832.html,2,2,6sense|AlphaSense,2022-01,2024-06,650.0,5200.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv. Spellings merged: Blue Owl / Blue Owl Capital
bpifrance,Bpifrance,,EVIDENCE,,,,,,,,,,,,Enterprise Applications(1); Consumer Marketplace(1),Payroll and HR software(1); Luxury resale marketplace(1),PayFit,2022-01,https://techcrunch.com/2022/01/06/payfit-raises-289-million-for-its-payroll-and-hr-solution/,Vestiaire Collective,2021-09,generationim.com/our-thinking/news/vestiaire-collective-continues-accelerating-and-announces-a-new-178-million-us-210-million-fundraising-backed-by-softbank-vision-fund-2-and-generation-investment-management/,2,2,PayFit|Vestiaire Collective,2021-09,2022-01,287.4,2059.3,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
cpp,CPP Investments,,EVIDENCE,,,,,,,,,,,,Lending & Credit(1); Consumer Marketplace(1),Buy now pay later / consumer credit(1); General e-commerce marketplace(1),Klarna,2022-07,https://www.prnewswire.com/news-releases/klarna-closes-major-financing-round-during-worst-stock-downturn-in-50-years-301583680.html,Flipkart,2021-07,corporate.walmart.com/news/2021/07/12/flipkart-raises-us-3-6-billion-in-funding-to-accelerate-the-growth-of-the-consumer-internet-ecosystem-in-india,2,2,Flipkart|Klarna,2021-07,2022-07,3600.0,37600.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
chimera,Chimera,,EVIDENCE,,,,,,,,,,,,Lending(1); Local Delivery & On-Demand(1),Consumer lending / digital bank(1); Third-party logistics and parcel(1),Zopa,2021-10,https://techcrunch.com/2021/10/18/zopa-raises-300m-at-a-1b-valuation-to-expand-its-p2p-lending-and-savings-neobank-in-the-uk,Delhivery,2021-05,https://entrackr.com/2021/05/exclusive-ipo-bound-delhivery-raises-277-mn-led-by-fidelity/,2,2,Delhivery|Zopa,2021-05,2021-10,300.0,3000.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
citi,Citi Ventures,,EVIDENCE,,,,,,,,,,,,Enterprise Applications(1); Cloud & Infrastructure Software(1),Enterprise generative AI platform(1); Container development platform(1),Writer,2024-11,https://writer.com/blog/series-c-funding-writer-press-release/,Docker,2022-03,https://www.docker.com/blog/docker-series-c/,2,2,Docker|Writer,2022-03,2024-11,200.0,2100.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
dfjgrowth,DFJ Growth,,EVIDENCE,,,,,,,,,,,,Sales Engagement(1); Streaming & Creator(1),Sales execution and engagement(1); Creator subscriptions(1),Outreach,2021-06,https://www.prnewswire.com/news-releases/outreach-closes-200-million-round-4-4-billion-valuation-for-sales-engagement-category-leader-301304239.html,Patreon,2021-04,https://news.patreon.com/articles/the-second-renaissance-is-here,2,2,Outreach|Patreon,2021-04,2021-06,200.0,4400.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
deliveryhero,Delivery Hero,,EVIDENCE,,,,,,,,,,,,Local Delivery & On-Demand(1),Quick commerce / on-demand delivery(1),Glovo,2021-12,https://www.deliveryhero.com/newsroom/tech-champions-join-forces/,Gorillas,2021-10,https://www.cnbc.com/2021/10/19/delivery-hero-leads-1-billion-investment-in-grocery-start-up-gorillas.html,2,2,Glovo|Gorillas,2021-10,2021-12,1000.0,3100.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
dragoneerinvestment,Dragoneer Investment Group,,EVIDENCE,,,,,,,,,,,,B2B Marketplace(1); Consumer Marketplace(1),Wholesale marketplace(1); Sneaker and collectibles resale(1),Faire,2021-11,businesswire.com/news/home/20211116005386/en/Faire-Valuation-Grows-to-%2412.4-Billion-With-%24400-Million-Series-G-Funding-Round-Co-Led-by-Durable-Capital-Partners-LP,StockX,2021-04,https://www.prnewswire.com/news-releases/stockx-valuation-surges-to-3-8-billion-with-255-million-financing-301264729.html,2,2,Faire|StockX,2021-04,2021-11,400.0,12400.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
farallon,Farallon Capital,,EVIDENCE,,,,,,,,,,,,Enterprise Applications(1); Cross-Border & FX(1),HR management software(1); Cross-border remittance(1),HiBob,2023-09,https://www.hibob.com/news/mid-market-hr-tech-leader-hibob-adds-150m-in-new-round-of-funding-to-support-continued-expansion/,Zepz,2021-08,https://www.businesswire.com/news/home/20210822005041/en/,2,2,HiBob|Zepz,2021-08,2023-09,292.0,5000.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
fidelitymanagementresearch,Fidelity Management & Research,,EVIDENCE,,,,,,,,,,,,Personal Software / Productivity(1),Visual design and collaboration(1),Canva,2025-08,https://finance.yahoo.com/news/canva-begins-employee-stock-sale-034229058.html,Creditas,2022-01,https://www.creditas.com/ir/non-regulatory/creditas-announces-usd-260-million-series-f-fundraising-round/,2,2,Canva|Creditas,2022-01,2025-08,260.0,42000.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
forerunner,Forerunner,,EVIDENCE,,,,,,,,,,,,E-commerce Enablement(1); D2C / Consumer Brand(1),Headless commerce platform(1); Beauty(1),Fabric,2022-02,fabric.inc/press/headless-commerce-leader-fabric-announces-140-million-series-c-funding-led-by-softbank,Glossier,2021-07,beautymatter.com/articles/glossier-raises-80-million-series-e,2,2,Fabric|Glossier,2021-07,2022-02,140.0,1800.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
generationim,Generation IM,,EVIDENCE,,,,,,,,,,,,Consumer Marketplace(2),Refurbished electronics marketplace(1); Luxury resale marketplace(1),Back Market,2022-01,backmarket.reportablenews.com/pr/back-market-the-renewed-electronics-marketplace-raises-510-million-and-is-now-valued-at-5-7-billion,Vestiaire Collective,2021-09,generationim.com/our-thinking/news/vestiaire-collective-continues-accelerating-and-announces-a-new-178-million-us-210-million-fundraising-backed-by-softbank-vision-fund-2-and-generation-investment-management/,2,2,Back Market|Vestiaire Collective,2021-09,2022-01,510.0,5700.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
glynn,Glynn Capital,,EVIDENCE,,,,,,,,,,,,"Data, AI & Developer Tools(1); E-commerce Enablement(1)",Search and discovery API(1); Headless commerce platform(1),Fabric,2022-02,fabric.inc/press/headless-commerce-leader-fabric-announces-140-million-series-c-funding-led-by-softbank,Algolia,2021-07,https://www.algolia.com/about/news/algolia-advances-api-first-software-development-valuation-soars-to-2-25-billion-with-150-million-series-d-funding,2,2,Algolia|Fabric,2021-07,2022-02,150.0,2250.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
